Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
11180000,-0.19937931,5.055060728744939,0.21172251,0.27522195318805487,0.27522195318805487,1.0
11190000,-0.20003302,4.9348171701112875,0.21781299,0.2930897537728356,0.2930897537728356,1.0
11200000,-0.20288812,4.946540880503145,0.21070692,0.29952830188679247,0.29952830188679247,1.0
11210000,-0.20361902,5.052588996763754,0.2018737,0.2704453441295547,0.2704453441295547,1.0
11220000,-0.20648965,4.995241871530531,0.19964398,0.27416798732171155,0.27416798732171155,1.0
11230000,-0.2072187,4.954509177972865,0.20323607,0.2844621513944223,0.2844621513944223,1.0
11240000,-0.21029556,4.930654058313633,0.20755774,0.3029110936270653,0.3029110936270653,1.0
11250000,-0.21105862,4.8861852433281,0.2054477,0.29748822605965464,0.29748822605965464,1.0
11260000,-0.2143082,4.895116092874299,0.21135095,0.302158273381295,0.302158273381295,1.0
11270000,-0.21506211,4.948535233570863,0.20767027,0.2990506329113924,0.2990506329113924,1.0
11280000,-0.21828984,4.966824644549763,0.2053026,0.28988941548183256,0.28988941548183256,1.0
11290000,-0.2191488,4.8539412673879445,0.2072678,0.2954369682907966,0.2954369682907966,1.0
11300000,-0.22249536,4.859857482185273,0.20753393,0.2879746835443038,0.2879746835443038,1.0
11310000,-0.22330499,4.870514820592824,0.2122553,0.3016367887763055,0.3016367887763055,1.0
11320000,-0.22632161,4.992069785884219,0.2079554,0.2865079365079365,0.2865079365079365,1.0
11330000,-0.22712441,4.937351308485329,0.21408023,0.29832935560859186,0.29832935560859186,1.0
11340000,-0.23017178,4.925455987311658,0.215053,0.3048973143759874,0.3048973143759874,1.0
11350000,-0.23098938,4.866396761133603,0.21892346,0.32469635627530363,0.32469635627530363,1.0
11360000,-0.23411462,4.876690533015116,0.22528526,0.3099601593625498,0.3099601593625498,1.0
11370000,-0.23497154,4.895032051282051,0.22601014,0.30670926517571884,0.30670926517571884,1.0
11380000,-0.23816277,4.954765751211632,0.22122782,0.2964458804523425,0.2964458804523425,1.0
11390000,-0.2390783,4.910121457489878,0.21801457,0.30210016155088854,0.30210016155088854,1.0
11400000,-0.24207109,4.991005723630417,0.21950291,0.28770491803278686,0.28770491803278686,1.0
11410000,-0.24294402,4.9983844911147015,0.22123425,0.29572925060435135,0.29572925060435135,1.0
11420000,-0.24593039,4.835463258785943,0.2162401,0.3240223463687151,0.3240223463687151,1.0
11430000,-0.2467382,4.808881839809675,0.21875766,0.32273449920508746,0.32273449920508746,1.0
11440000,-0.2496481,4.919093851132686,0.22495808,0.3257881972514147,0.3257881972514147,1.0
11450000,-0.2504968,4.950687146321746,0.217047,0.2857142857142857,0.2857142857142857,1.0
11460000,-0.25332952,4.95450852965069,0.21584237,0.30537459283387625,0.30537459283387625,1.0
11470000,-0.2541489,4.879489225857941,0.22417253,0.30628480509148764,0.30628480509148764,1.0
11480000,-0.25699133,5.013991769547325,0.21686567,0.2932454695222405,0.2932454695222405,1.0
11490000,-0.2578135,4.934677419354839,0.21844697,0.3073209975864843,0.3073209975864843,1.0
11500000,-0.26062754,4.903923138510809,0.21764138,0.31945556445156126,0.31945556445156126,1.0
11510000,-0.26146477,4.894184168012924,0.2209315,0.3153225806451613,0.3153225806451613,1.0
11520000,-0.26441813,4.919967663702506,0.21984571,0.3125506072874494,0.3125506072874494,1.0
11530000,-0.2653692,4.871382636655949,0.22315238,0.3293172690763052,0.3293172690763052,1.0
11540000,-0.26818752,4.881085395051875,0.22981302,0.31633466135458166,0.31633466135458166,1.0
11550000,-0.26902604,4.813733228097869,0.23307997,0.33753943217665616,0.33753943217665616,1.0
