Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
4470000,0.9625999,3.96229802513465,0.020417724,0.04684684684684685,0.04684684684684685,1.0
4480000,0.9625998,4.1831862999481055,0.023003286,0.03163900414937759,0.03163900414937759,1.0
4490000,0.9608985,3.9797230464886253,0.02565723,0.037754595131644315,0.037754595131644315,1.0
4500000,0.9594573,4.028225806451613,0.027067883,0.035228988424760944,0.035228988424760944,1.0
4510000,0.9577809,4.050709939148073,0.025607718,0.03486609398686205,0.03486609398686205,1.0
4520000,0.95634395,4.000500250125063,0.021954376,0.03651825912956478,0.03651825912956478,1.0
4530000,0.95464414,4.003986048829098,0.023220232,0.04297851074462768,0.04297851074462768,1.0
4540000,0.95320433,4.001506024096385,0.022953724,0.042042042042042045,0.042042042042042045,1.0
4550000,0.95137256,3.9495049504950495,0.024732435,0.030183077684314694,0.030183077684314694,1.0
4560000,0.9498027,3.823529411764706,0.026447846,0.041505791505791506,0.041505791505791506,1.0
4570000,0.94797283,3.884973078805678,0.023966571,0.04103566194430874,0.04103566194430874,1.0
4580000,0.9463634,3.959881129271917,0.021078125,0.034209221616261776,0.034209221616261776,1.0
4590000,0.9446771,3.986013986013986,0.023501107,0.03690773067331671,0.03690773067331671,1.0
4600000,0.94323164,3.932711198428291,0.025199948,0.0374384236453202,0.0374384236453202,1.0
4610000,0.94165415,4.09002557544757,0.022933953,0.034640855832908816,0.034640855832908816,1.0
4620000,0.9402856,3.9915296462381664,0.020653239,0.03942115768463074,0.03942115768463074,1.0
4630000,0.9387519,3.9955201592832257,0.025507709,0.05341987019470794,0.05341987019470794,1.0
4640000,0.9374372,4.017641129032258,0.027555764,0.04118533400301356,0.04118533400301356,1.0
4650000,0.93563384,4.046511627906977,0.027969895,0.04133064516129032,0.04133064516129032,1.0
4660000,0.9340477,4.123595505617978,0.027266042,0.04505888376856119,0.04505888376856119,1.0
4670000,0.9320709,4.111282051282052,0.024928726,0.03938618925831202,0.03938618925831202,1.0
4680000,0.93033206,4.070486815415822,0.025295796,0.04107505070993915,0.04107505070993915,1.0
4690000,0.9284273,4.087487283825025,0.026008494,0.048830111902339775,0.048830111902339775,1.0
4700000,0.92670846,4.0225,0.027612176,0.03562468640240843,0.03562468640240843,1.0
4710000,0.92478883,4.019617706237424,0.026476204,0.03965863453815261,0.03965863453815261,1.0
4720000,0.9231007,3.9623015873015874,0.0266357,0.04716981132075472,0.04716981132075472,1.0
4730000,0.92121065,4.008032128514056,0.02689415,0.030576441102756893,0.030576441102756893,1.0
4740000,0.9195052,3.991008991008991,0.027206322,0.04389027431421447,0.04389027431421447,1.0
4750000,0.917482,3.9880418535127053,0.025644407,0.04187437686939183,0.04187437686939183,1.0
4760000,0.91558367,4.00999000999001,0.022362337,0.03911735205616851,0.03911735205616851,1.0
4770000,0.9138677,3.9657398212512414,0.022178715,0.04313336638572137,0.04313336638572137,1.0
4780000,0.91229826,4.150515463917526,0.022237105,0.042268041237113405,0.042268041237113405,1.0
4790000,0.9107918,4.080957230142566,0.025646588,0.045754956786985254,0.045754956786985254,1.0
4800000,0.9093608,4.123076923076923,0.030968083,0.044034818228366614,0.044034818228366614,1.0
4810000,0.90778303,4.060253164556962,0.02702552,0.040991902834008095,0.040991902834008095,1.0
4820000,0.90624523,4.0804248861911985,0.026029183,0.04062976130015236,0.04062976130015236,1.0
4830000,0.9047345,4.005516549648947,0.027604232,0.05405405405405406,0.05405405405405406,1.0
4840000,0.9032619,4.073282442748091,0.031332582,0.05532994923857868,0.05532994923857868,1.0
4850000,0.9017863,4.097759674134419,0.030210076,0.042346938775510205,0.042346938775510205,1.0
4860000,0.9002724,4.00801201802704,0.029943943,0.04652326163081541,0.04652326163081541,1.0
4870000,0.8984842,4.055217831813576,0.03113658,0.03993933265925177,0.03993933265925177,1.0
4880000,0.8966496,4.0894308943089435,0.034370214,0.04480651731160896,0.04480651731160896,1.0
4890000,0.89496434,4.046686746987952,0.02903407,0.045317220543806644,0.045317220543806644,1.0
4900000,0.8932135,3.971971971971972,0.025559524,0.049850448654037885,0.049850448654037885,1.0
4910000,0.89148456,4.056004036326942,0.025163544,0.04494949494949495,0.04494949494949495,1.0
4920000,0.88954544,3.9406821552150273,0.024410915,0.037549407114624504,0.037549407114624504,1.0
4930000,0.8879017,3.9569945625308947,0.02840606,0.04603960396039604,0.04603960396039604,1.0
4940000,0.88610446,3.918065153010859,0.029446688,0.03844258255298177,0.03844258255298177,1.0
4950000,0.88447785,3.9995,0.02670155,0.04195804195804196,0.04195804195804196,1.0
4960000,0.88272107,3.901470588235294,0.025838466,0.033840117704757235,0.033840117704757235,1.0
4970000,0.8812305,4.015515515515515,0.023619425,0.04556835252879319,0.04556835252879319,1.0
4980000,0.8796007,4.050958627648839,0.023516785,0.04341241797072186,0.04341241797072186,1.0
4990000,0.87830395,3.9710434348477284,0.025849734,0.04477611940298507,0.04477611940298507,1.0
5000000,0.8768295,4.09484956654768,0.026403682,0.03926568077511474,0.03926568077511474,1.0
5010000,0.8751382,4.095310907237513,0.029844375,0.04228222109016811,0.04228222109016811,1.0
5020000,0.8731134,4.063765182186235,0.033699334,0.04660587639311044,0.04660587639311044,1.0
5030000,0.8713869,4.099898063200816,0.027060814,0.04075394803871625,0.04075394803871625,1.0
5040000,0.8693486,4.0698027314112295,0.020138066,0.04158215010141988,0.04158215010141988,1.0
5050000,0.86794555,4.0547667342799185,0.027136568,0.05409504550050556,0.05409504550050556,1.0
5060000,0.8662661,4.1151299032093736,0.031623762,0.04445579969340828,0.04445579969340828,1.0
5070000,0.86475295,3.9949849548645937,0.031946637,0.044977511244377814,0.044977511244377814,1.0
5080000,0.8629878,4.07657200811359,0.030802108,0.04060913705583756,0.04060913705583756,1.0
